time	F1	B1	F2	B2
1.342	1266.94	476.54	2117.35	1055.92
1.343	1273.02	511.58	2116.38	1130.02
1.344	1287.59	554.77	2112.40	1243.92
1.345	1310.22	604.36	2099.90	1404.03
1.346	1339.36	656.83	2066.69	1594.78
1.347	1371.44	708.11	2005.46	1754.99
1.348	1400.68	756.95	1932.12	1804.87
1.349	1419.54	805.80	1877.41	1713.56
1.350	1417.81	851.87	1864.36	1518.27
1.351	1391.46	868.19	1895.04	1303.98
1.352	1359.35	838.61	1943.06	1137.46
1.353	1336.00	789.25	1987.73	1025.67
1.354	1321.61	742.14	2025.80	962.05
1.355	1312.71	703.71	2059.80	941.06
1.356	1306.43	671.58	2092.63	956.42
1.357	1301.99	641.52	2125.58	1002.66
1.358	1301.16	612.46	2157.77	1079.38
1.359	1306.94	586.49	2186.66	1191.92
1.360	1320.84	564.55	2207.77	1340.79
1.361	1340.47	543.92	2212.77	1496.88
1.362	1359.49	521.63	2195.18	1584.36
1.363	1371.03	497.90	2167.08	1540.20
1.364	1371.51	473.29	2148.46	1391.16
1.365	1361.64	446.40	2144.64	1206.67
1.366	1345.12	416.75	2149.97	1035.02
1.367	1326.05	386.80	2157.89	895.51
1.368	1307.43	360.09	2164.80	790.91
1.369	1291.08	339.14	2169.90	717.66
1.370	1278.13	325.02	2174.10	670.88
1.371	1269.22	317.54	2179.01	646.38
1.372	1264.56	315.59	2186.13	640.68
1.373	1263.94	317.18	2196.36	650.32
1.374	1266.44	319.80	2209.80	670.89
1.375	1270.29	321.16	2225.66	696.71
1.376	1273.15	320.26	2242.20	722.01
1.377	1272.90	317.86	2257.18	743.65
1.378	1268.53	315.67	2268.86	763.49
1.379	1260.50	315.34	2276.74	788.20
1.380	1250.40	318.27	2281.30	827.70
1.381	1240.40	326.12	2282.56	894.08
1.382	1232.68	341.23	2278.00	1001.55
1.383	1229.18	366.84	2258.72	1164.73
1.384	1231.64	407.30	2204.28	1386.48
1.385	1242.64	469.10	2087.78	1635.42
1.386	1269.32	562.65	1887.07	1865.83
1.387	1339.55	687.28	1538.38	2079.24
1.388	755.36	2124.29	1461.35	679.55
1.389	636.04	1191.68	1526.67	588.07
1.390	624.87	964.19	1560.68	527.33
1.391	612.88	874.29	1580.42	501.81
1.392	602.93	858.04	1590.43	510.63
1.393	599.14	899.65	1591.37	554.26
1.394	606.81	999.23	1582.54	632.88
1.395	634.90	1169.16	1563.31	746.12
1.396	713.57	1450.61	1533.48	903.18
1.397	1092.92	1720.94	1486.29	1213.13
1.398	1174.12	1017.28	1790.95	1523.09
1.399	1150.83	817.76	1950.96	1260.22
1.400	1144.09	690.56	2017.39	1031.28
1.401	1145.78	595.04	2052.09	865.21
1.402	1152.54	520.65	2076.26	752.84
1.403	1161.97	462.96	2096.87	683.99
1.404	1172.82	420.53	2115.58	653.09
1.405	1185.69	393.58	2132.42	659.11
1.406	1202.40	382.12	2146.91	704.15
1.407	1224.66	384.80	2158.06	792.69
1.408	1253.26	398.62	2164.21	932.15
1.409	1287.81	418.55	2162.95	1135.06
1.410	1326.09	437.17	2150.66	1421.26
1.411	1362.89	447.02	2120.18	1812.96
1.412	1390.81	447.39	2055.50	2310.06
1.413	1405.27	446.22	1932.51	2853.60
1.414	1407.04	451.40	1741.56	3321.02
1.415	1399.81	465.56	1515.86	3585.13
1.416	1323.09	3607.76	1388.11	487.63
1.417	1218.05	3456.86	1376.58	515.45
1.418	1210.65	3232.05	1369.41	547.35
1.419	1273.45	2992.69	1369.30	582.54
1.420	1375.69	620.54	1377.23	2734.97
1.421	1382.86	661.58	1507.67	2417.38
1.422	1378.18	704.29	1650.33	2012.36
1.423	1347.96	722.51	1783.88	1585.63
1.424	1310.46	681.31	1880.47	1265.98
1.425	1288.34	617.88	1936.20	1074.85
1.426	1279.09	568.80	1969.63	980.57
1.427	1275.97	547.16	1991.38	954.52
1.428	1274.04	556.75	2002.85	973.68
1.429	1270.27	597.74	2002.12	1017.35
1.430	1262.63	665.24	1990.74	1065.29
1.431	1249.51	742.83	1978.56	1102.00
1.432	1231.93	799.22	1981.00	1127.17
1.433	1216.44	805.17	2008.03	1154.93
1.434	1209.96	758.67	2059.52	1196.37
1.435	1213.55	680.50	2131.03	1251.94
1.436	1224.32	593.48	2218.42	1315.92
1.437	1239.02	512.78	2318.35	1379.09
1.438	1255.43	445.96	2426.20	1427.87
1.439	1272.44	395.42	2531.23	1444.14
1.440	1289.88	360.42	2609.61	1417.10
1.441	1308.03	338.41	2633.34	1376.12
1.442	1327.06	325.79	2606.10	1365.23
1.443	1346.33	318.60	2553.06	1373.76
1.444	1364.15	313.63	2494.43	1370.75
1.445	1378.43	309.68	2442.47	1341.54
1.446	1387.79	307.90	2400.32	1291.33
1.447	1392.10	310.67	2364.02	1234.13
1.448	1392.17	320.16	2327.94	1180.08
1.449	1389.08	337.52	2288.78	1129.86
1.450	1383.66	362.68	2246.70	1076.03
1.451	1376.10	394.19	2204.76	1007.86
1.452	1366.10	428.88	2167.77	918.46
1.453	1353.86	462.21	2139.75	811.81
1.454	1341.35	490.59	2121.08	702.37
1.455	1331.63	514.38	2108.46	606.20
1.456	1326.51	537.46	2097.78	533.24
1.457	1325.28	564.30	2086.18	486.57
1.458	1325.25	598.83	2072.18	465.27
1.459	1323.61	645.08	2054.94	467.32
1.460	1319.21	707.92	2033.57	491.43
1.461	1313.22	793.25	2006.23	537.41
1.462	1308.86	908.82	1968.95	605.25
1.463	1311.93	1066.61	1913.69	691.21
1.464	1333.51	1292.37	1826.43	774.50
1.465	1379.93	1658.70	1703.10	779.03
1.466	1409.83	2181.69	1601.03	675.51
1.467	1437.48	2732.55	1532.62	558.98
1.468	1484.77	458.39	1504.73	3183.77
1.469	1451.81	383.45	1632.90	3373.52
1.470	1429.18	334.96	1786.68	3272.64
1.471	1413.13	307.81	1913.03	3035.17
1.472	1401.09	295.73	2001.76	2806.99
1.473	1391.53	293.74	2067.38	2646.06
1.474	1383.67	298.50	2124.59	2559.85
1.475	1377.09	307.99	2182.69	2541.41
1.476	1371.68	321.01	2246.68	2585.07
1.477	1367.52	336.81	2318.70	2692.99
1.478	1364.99	354.63	2398.38	2880.56
1.479	1364.69	373.21	2481.67	3183.02
1.480	1367.33	390.18	2560.56	3663.88
1.481	1373.27	401.65	2629.94	4452.18
1.482	1381.64	402.87	2707.13	6010.49
1.483	1389.95	391.03	3005.02	615.57
1.484	1395.32	368.28	2984.78	568.53
1.485	1396.41	341.15	2967.72	532.96
1.486	1393.80	316.87	2953.80	508.25
1.487	1388.96	300.75	2943.52	491.38
1.488	1383.27	296.14	2937.81	479.29
1.489	1377.75	305.64	2937.70	470.15
1.490	1373.10	332.38	2944.12	463.26
1.491	126.34	1988.97	1369.88	380.91
1.492	578.80	1753.19	1368.71	457.75
1.493	789.40	1511.59	1370.80	571.97
1.494	923.63	1283.77	1379.71	736.26
1.495	1005.46	1087.97	1406.23	963.99
1.496	1057.08	952.55	1467.15	1261.22
1.497	1106.31	853.91	1625.19	1617.30
1.498	1151.69	769.53	1865.74	1711.38
1.499	1196.83	704.59	2014.21	1654.00
1.500	1247.87	655.01	2089.12	1649.64
1.501	1306.28	609.96	2121.57	1759.44
1.502	1366.92	557.47	2128.05	2023.07
1.503	1419.39	494.01	2117.92	2480.74
1.504	1455.63	430.22	2095.97	3156.14
1.505	1475.47	380.08	2078.82	3968.44
1.506	1482.74	350.65	2146.16	4375.88
1.507	1480.64	342.60	2277.73	3669.94
1.508	1470.31	352.49	2253.63	2618.49
1.509	1451.76	373.12	2176.60	1943.35
1.510	1426.33	395.03	2146.15	1541.57
1.511	1398.05	412.39	2147.75	1284.33
1.512	1371.06	426.91	2161.46	1113.04
1.513	1347.12	443.96	2175.99	996.65
1.514	1325.99	468.48	2186.02	917.95
1.515	1306.21	504.15	2189.43	866.75
1.516	1285.65	553.43	2185.93	836.08
1.517	1262.22	617.29	2176.20	820.67
1.518	1234.78	694.84	2161.11	817.06
1.519	1203.91	783.84	2140.57	823.97
1.520	1171.56	882.24	2112.93	841.16
1.521	1139.49	987.97	2075.86	866.00
1.522	1108.18	1092.83	2029.61	889.81
1.523	1080.09	1171.01	1981.65	901.54
1.524	1066.56	1181.58	1945.69	900.53
1.525	1079.10	1104.51	1931.87	895.25
1.526	1108.54	965.39	1940.44	885.52
1.527	1137.71	813.46	1961.78	865.70
1.528	1161.38	683.35	1984.41	841.58
1.529	1181.57	584.61	2003.31	826.04
1.530	1200.38	514.27	2018.91	828.56
1.531	1218.68	466.57	2033.93	853.94
1.532	1236.31	436.24	2052.15	903.41
1.533	1252.07	419.15	2078.06	973.01
1.534	1263.90	412.52	2115.86	1049.67
1.535	1269.56	414.59	2166.91	1109.89
1.536	1267.90	423.24	2227.02	1128.31
1.537	1259.82	434.58	2286.45	1094.11
1.538	1248.29	443.86	2334.48	1020.67
1.539	1237.10	447.94	2365.84	936.63
1.540	1229.19	446.72	2382.33	866.34
1.541	1225.75	442.42	2388.29	820.44
1.542	1226.34	438.02	2386.90	800.14
1.543	1229.70	436.23	2379.56	803.07
1.544	1234.28	438.74	2366.23	825.30
1.545	1238.55	445.63	2345.96	860.39
1.546	1241.18	455.01	2317.98	897.81
1.547	1241.29	463.35	2283.88	925.15
1.548	1239.10	466.88	2248.38	935.03
1.549	1235.97	462.93	2216.88	928.93
1.550	1233.65	450.30	2192.48	912.31
1.551	1233.23	428.93	2175.39	888.57
1.552	1234.61	400.01	2163.77	858.26
1.553	1237.06	366.37	2154.92	821.80
1.554	1240.20	332.26	2146.88	782.47
1.555	1244.52	302.07	2139.75	747.41
1.556	1251.13	279.26	2135.52	726.18
1.557	1261.06	265.50	2136.42	727.47
1.558	1274.86	260.49	2143.63	756.78
1.559	1292.67	262.42	2157.32	816.88
1.560	1314.29	268.62	2177.74	909.49
1.561	1339.09	276.04	2206.32	1036.03
1.562	1365.61	281.96	2246.80	1196.62
1.563	1391.42	285.14	2306.40	1387.43
1.564	1413.67	286.78	2397.23	1597.98
1.565	1430.29	289.91	2540.30	1816.00
1.566	1440.98	297.17	2779.83	2104.10
1.567	1447.26	309.00	2960.27	2697.47
1.568	1451.74	323.36	2920.69	871.94
1.569	1457.21	336.51	2904.31	808.25
1.570	1465.83	344.19	2880.81	3175.94
1.571	1478.28	343.45	2908.57	3125.76
1.572	1493.39	334.29	2958.56	883.08
1.573	1509.29	319.26	2932.91	2816.08
1.574	1524.61	301.61	2729.72	2624.71
1.575	1538.55	283.90	2487.53	2558.54
1.576	1550.42	267.72	2285.51	2504.20
1.577	1559.28	254.27	2131.42	2439.91
1.578	1564.04	244.69	2023.49	2369.39
1.579	1563.82	239.97	1959.49	2294.25
1.580	1558.18	240.50	1936.67	2213.69
1.581	1547.15	246.10	1949.58	2121.31
1.582	1531.17	256.23	1988.03	2004.89
1.583	1511.08	270.20	2037.03	1858.89
1.584	1488.20	287.36	2081.13	1696.94
1.585	1464.19	307.49	2110.66	1545.52
1.586	1440.60	330.74	2123.67	1426.78
1.587	1418.59	356.62	2122.84	1350.74
1.588	1399.04	383.21	2112.34	1317.89
1.589	1382.62	407.53	2096.57	1323.04
1.590	1369.50	426.92	2080.11	1356.54
1.591	1359.05	440.36	2068.42	1404.34
1.592	1350.21	448.64	2067.87	1450.47
1.593	1342.34	453.36	2083.70	1482.37
1.594	1335.75	455.88	2116.66	1494.90
1.595	1331.27	456.96	2161.72	1490.07
1.596	1329.40	456.87	2211.15	1475.15
1.597	1329.85	455.70	2260.03	1459.91
1.598	1331.65	453.72	2307.95	1451.09
1.599	1333.44	451.67	2354.29	1448.77
1.600	1334.10	450.77	2391.17	1450.61
1.601	1333.28	452.45	2402.67	1461.24
1.602	1331.87	458.26	2378.61	1490.79
1.603	1331.80	469.77	2325.83	1547.14
1.604	1335.96	488.21	2254.65	1641.16
1.605	1348.12	512.85	2166.81	1789.24
1.606	1372.50	537.71	2055.68	2012.92
1.607	1410.17	548.12	1910.60	2334.38
1.608	1452.56	530.94	1729.10	2739.11
1.609	1487.89	496.21	1539.29	3107.27
1.610	1421.80	3245.49	1513.16	463.87
1.611	1432.89	3085.45	1529.94	445.78
1.612	1520.67	2747.47	1539.03	448.02
1.613	1539.15	474.98	1625.05	2361.41
1.614	1525.20	528.63	1729.89	1985.75
1.615	1486.75	594.20	1843.92	1649.13
1.616	1427.17	622.66	1966.98	1395.67
1.617	1373.05	604.71	2075.66	1224.20
1.618	1332.99	566.38	2163.17	1099.53
1.619	1305.33	519.52	2231.80	1005.36
1.620	1287.84	468.65	2283.69	937.89
1.621	1278.25	417.71	2320.34	897.62
1.622	1274.06	371.33	2342.26	885.61
1.623	1272.88	333.74	2348.16	900.87
1.624	1272.68	307.44	2334.49	935.36
1.625	1271.75	292.56	2298.16	966.69
1.626	1268.63	287.04	2244.96	962.33
1.627	1262.59	287.08	2193.42	908.44
1.628	1254.69	288.93	2161.59	826.42
1.629	1247.52	291.61	2154.88	748.64
1.630	1243.32	297.48	2169.22	694.41
1.631	1243.02	309.84	2198.56	669.66
1.632	1247.04	331.21	2238.37	675.44
1.633	1256.32	362.81	2286.42	713.83
1.634	1273.18	403.83	2344.02	791.19
1.635	1301.32	449.39	2421.03	919.85
1.636	1343.87	487.04	2555.63	1106.65
1.637	1397.59	497.20	2836.93	1049.48
1.638	1448.75	471.35	2899.19	749.95
1.639	1485.29	428.30	2919.80	632.91
1.640	1506.95	391.45	2937.31	587.63
1.641	1518.28	372.41	2955.76	590.42
1.642	1522.81	375.78	2979.88	636.44
1.643	1521.81	404.50	2510.98	5068.11
1.644	1513.63	460.32	2253.21	2768.23
1.645	1493.10	536.52	2111.73	1832.20
1.646	1459.39	602.72	2060.67	1349.77
1.647	1431.74	633.56	2050.23	1116.74
1.648	1425.60	644.86	2043.92	1034.29
1.649	1439.72	649.82	2029.87	1047.48
1.650	1467.69	647.19	2004.25	1130.49
1.651	1501.46	631.44	1965.89	1267.40
1.652	1532.26	603.11	1915.53	1438.75
1.653	1555.14	572.08	1852.65	1619.41
1.654	1570.58	547.26	1774.99	1790.23
1.655	1580.10	531.08	1684.27	1942.10
1.656	1584.08	523.56	1589.85	2069.54
1.657	1507.11	2161.96	1582.91	526.26
1.658	1453.74	2195.91	1578.55	543.40
1.659	1443.11	2136.86	1574.64	582.24
1.660	1472.79	1957.65	1575.49	655.18
1.661	1519.36	1647.68	1586.83	791.78
1.662	1461.56	1176.17	1707.55	1067.14
1.663	1362.20	1073.63	1863.09	991.30
1.664	1324.79	1018.30	1949.60	903.48
1.665	1309.61	967.01	2010.95	840.80
1.666	1303.16	902.31	2063.01	803.42
1.667	1297.91	821.75	2111.82	781.84
1.668	1291.72	736.27	2156.17	767.21
1.669	1286.20	658.44	2192.21	756.53
1.670	1283.18	594.36	2217.05	749.58
1.671	1282.90	544.05	2228.98	744.70
1.672	1284.26	504.85	2226.58	737.86
1.673	1285.67	473.75	2209.32	723.34
1.674	1285.82	448.32	2179.14	695.37
1.675	1284.32	426.80	2141.41	651.83
1.676	1282.05	408.22	2103.25	597.58
1.677	1281.11	392.78	2070.68	543.36
1.678	1283.99	381.96	2046.86	500.75
1.679	1292.39	377.63	2031.99	478.07
1.680	1306.25	380.74	2024.27	479.45
1.681	1323.60	390.71	2021.12	506.30
1.682	1341.33	405.90	2020.50	558.85
1.683	1356.18	423.82	2021.90	636.32
1.684	1365.15	440.78	2027.28	734.46
1.685	1365.26	452.45	2041.19	840.63
1.686	1354.06	456.60	2067.71	931.43
1.687	1331.83	453.91	2105.73	983.08
1.688	1302.41	445.98	2148.80	989.58
1.689	1271.39	434.91	2189.80	966.88
1.690	1243.63	423.57	2224.45	939.81
1.691	1222.30	414.54	2251.16	929.98
1.692	1209.35	409.11	2269.49	953.75
1.693	1206.51	407.13	2278.88	1026.85
1.694	1215.61	406.90	2278.24	1170.29
1.695	1237.60	403.92	2266.06	1414.53
1.696	1269.88	389.96	2240.73	1796.04
1.697	1303.83	359.89	2200.61	2330.90
1.698	1330.15	322.33	2144.47	2966.51
1.699	1346.72	291.56	2079.58	3552.42
1.700	1356.28	275.01	2032.83	3877.28
1.701	1361.82	274.69	2021.86	3843.85
1.702	1365.46	292.17	2022.90	3561.87
1.703	1368.53	331.60	2005.31	3167.25
1.704	1371.63	402.50	1954.92	2709.23
1.705	1373.33	525.79	1871.30	2185.61
1.706	1355.84	756.13	1784.33	1571.37
1.707	1213.21	993.78	1827.22	1001.62
1.708	1082.83	986.84	1887.62	749.96
1.709	1020.17	934.81	1918.98	626.08
1.710	1005.22	890.00	1937.24	569.20
1.711	1021.59	853.07	1949.64	555.26
1.712	1055.79	814.12	1959.40	571.64
1.713	1097.42	768.47	1967.69	611.12
1.714	1140.12	718.13	1974.39	669.02
1.715	1181.13	667.85	1978.63	741.38
1.716	1219.86	621.35	1979.99	824.30
1.717	1256.23	579.18	1980.41	913.87
1.718	1289.13	539.14	1985.66	1005.88
1.719	1315.90	499.27	2004.22	1093.35
1.720	1333.24	460.86	2042.07	1161.44
1.721	1339.17	427.55	2095.57	1189.10
1.722	1333.86	401.81	2150.78	1167.84
1.723	1319.44	383.62	2195.21	1117.20
1.724	1299.31	371.86	2227.13	1068.66
1.725	1277.32	365.77	2250.88	1043.30
1.726	1257.12	365.39	2269.72	1048.45
1.727	1241.63	371.58	2283.56	1082.55
1.728	1233.08	385.95	2289.62	1138.36
1.729	1233.35	410.50	2284.07	1204.52
1.730	1244.27	446.17	2264.72	1268.60
1.731	1267.17	489.56	2233.50	1322.45
1.732	1300.70	529.66	2197.57	1364.98
1.733	1338.38	550.95	2167.47	1399.50
1.734	1370.59	546.09	2151.39	1431.77
1.735	1391.96	522.57	2149.82	1473.56
1.736	1403.94	492.77	2158.61	1543.95
1.737	1410.37	464.44	2175.30	1662.12
1.738	1414.01	440.21	2200.04	1841.22
1.739	1416.21	420.35	2232.67	2087.49
1.740	1417.71	404.27	2269.35	2399.57
1.741	1419.18	390.82	2302.34	2763.22
1.742	1421.20	378.45	2324.80	3145.70
1.743	1424.19	365.66	2337.10	3499.53
1.744	1428.31	351.59	2349.01	3779.38
1.745	1433.50	336.42	2376.75	3968.14
1.746	1439.50	321.47	2437.13	4090.54
1.747	1445.80	309.27	2542.44	4201.26
1.748	1451.72	303.62	2696.26	4371.00
1.749	1456.41	309.47	2888.95	4687.43
1.750	1458.79	332.33	2910.01	699.93
1.751	1457.35	377.42	2897.75	727.27
1.752	1449.78	448.42	2903.98	771.40
1.753	1432.35	545.37	2708.53	3996.78
1.754	1399.91	659.43	2412.92	2738.67
1.755	1350.98	763.40	2201.10	1994.20
1.756	1302.03	826.46	2097.66	1612.24
1.757	1278.17	860.82	2031.35	1441.83
1.758	1290.92	895.34	1961.11	1413.80
1.759	1347.90	924.71	1865.52	1518.05
1.760	1434.51	864.43	1755.91	1818.50
1.761	1470.99	739.00	1723.91	2237.59
1.762	1467.90	655.95	1787.90	2566.35
1.763	1446.91	607.36	1942.42	2712.93
1.764	1418.11	574.69	2148.58	2695.45
1.765	1389.35	548.99	2355.86	2612.19
1.766	1364.79	528.13	2533.20	2553.85
1.767	1345.61	509.78	2656.77	2551.63
1.768	1332.11	490.69	2719.75	2551.65
1.769	1324.50	469.33	2746.04	2494.67
1.770	1322.61	446.85	2750.82	2359.04
1.771	1325.79	426.11	2722.04	2142.43
1.772	1333.09	410.19	2633.20	1910.72
1.773	1343.49	401.68	2517.51	1754.79
1.774	1355.85	402.81	2408.65	1639.96
1.775	1368.83	415.71	2308.35	1532.58
1.776	1380.33	442.55	2216.16	1416.43
1.777	1386.58	484.34	2135.27	1281.28
1.778	1381.27	536.56	2073.65	1124.83
1.779	1358.55	580.84	2040.49	963.51
1.780	1322.89	591.83	2034.81	829.59
1.781	1287.38	566.05	2045.35	742.12
1.782	1260.14	520.57	2063.93	702.32
1.783	1242.45	471.92	2089.28	707.78
1.784	1232.86	428.12	2125.04	756.89
1.785	1229.17	390.54	2178.38	845.48
1.786	1228.68	358.38	2257.69	958.45
1.787	1228.82	332.27	2365.42	1059.12
1.788	1228.51	314.45	2480.98	1090.62
1.789	1228.23	306.57	2544.96	1036.02
1.790	1228.90	308.24	2524.74	969.61
1.791	1230.64	317.13	2459.87	902.66
1.792	1232.25	330.09	2389.68	822.12
1.793	1231.68	344.77	2331.84	739.90
1.794	1227.06	361.06	2290.98	672.09
1.795	1217.46	380.34	2266.39	628.39
1.796	1203.19	402.64	2255.90	610.09
1.797	1186.26	424.11	2257.76	611.58
1.798	1171.44	438.40	2271.32	622.52
1.799	1165.15	442.15	2295.98	630.45
1.800	1170.96	437.22	2328.28	624.92
1.801	1187.60	427.63	2361.04	602.97
1.802	1211.61	417.69	2387.19	570.71
1.803	1239.97	411.05	2403.60	537.92
1.804	1270.22	409.57	2411.09	512.08
1.805	1299.98	413.44	2412.17	496.73
1.806	1326.88	422.33	2409.18	492.91
1.807	1349.09	436.15	2403.75	500.93
1.808	1365.57	455.10	2396.66	521.42
1.809	1376.21	479.24	2388.08	555.36
1.810	1381.59	507.97	2377.65	603.08
1.811	1382.74	539.53	2364.89	662.27
1.812	1380.67	571.31	2349.57	726.35
1.813	1375.63	601.08	2331.37	785.67
1.814	1366.43	628.90	2308.69	831.49
1.815	1350.39	656.74	2278.17	858.05
1.816	1324.16	684.64	2237.05	859.89
1.817	1286.04	706.16	2187.73	829.97
1.818	1239.92	711.38	2139.84	768.48
1.819	1194.28	699.35	2102.81	691.71
1.820	1155.23	679.78	2078.30	619.97
1.821	1124.45	662.57	2063.21	564.75
1.822	1101.91	653.04	2054.12	530.23
1.823	1087.74	652.72	2048.48	517.98
1.824	1082.69	660.69	2044.39	529.89
1.825	1087.52	674.53	2040.52	569.84
1.826	1102.23	692.01	2036.35	645.76
1.827	1126.59	713.39	2033.38	774.03
1.828	1163.45	738.72	2041.23	993.45
1.829	1219.72	746.36	2125.07	1402.98
1.830	1276.43	686.12	2538.64	1346.50
1.831	1299.94	603.22	2557.47	995.64
1.832	1304.20	550.00	2556.37	863.08
1.833	1303.82	529.38	2552.04	804.37
1.834	1305.10	537.46	2544.10	800.94
1.835	1310.48	573.13	2530.78	856.85
1.836	1320.37	639.94	2506.58	989.04
1.837	1334.41	749.24	2450.58	1228.56
1.838	1351.73	932.50	2284.93	1573.78
1.839	1334.21	1325.80	1896.97	1551.27
1.840	1102.62	1483.45	1831.61	1051.09
1.841	1022.11	1450.00	1844.33	875.57
1.842	994.35	1526.09	1849.19	784.75
1.843	978.53	1741.06	1844.16	725.92
1.844	952.40	2213.75	1830.09	676.60
1.845	1200.82	3330.46	1812.63	625.60
1.846	1646.41	3636.59	1799.79	576.19
1.847	1795.87	540.37	1842.95	3976.17
1.848	1727.63	4836.50	1801.67	526.44
1.849	1817.34	535.19	3432.87	625.17
1.850	478.97	1994.58	1842.23	562.44
1.851	656.18	1566.92	1874.53	605.70
1.852	744.34	1337.99	1914.53	667.78
1.853	828.42	1233.49	1968.37	747.39
1.854	945.70	1159.57	2043.54	819.49
1.855	1058.49	1015.27	2132.10	844.53
1.856	1129.50	874.41	2217.30	818.79
1.857	1176.84	783.35	2293.13	764.55
1.858	1210.47	739.76	2357.71	703.01
1.859	1229.39	733.48	2408.28	648.98
1.860	1228.82	749.41	2443.84	611.10
1.861	1208.40	761.15	2466.47	590.96
1.862	1182.20	744.64	2480.25	585.07
1.863	1168.02	710.55	2490.00	591.17
1.864	1169.17	683.26	2499.61	611.58
1.865	1182.20	673.99	2511.44	651.59
1.866	1205.52	685.28	2527.63	717.56
1.867	1241.41	716.13	2552.30	816.04
1.868	1296.46	758.91	2594.56	949.29
1.869	1377.81	784.99	2667.51	1094.51
1.870	1471.62	746.44	2760.11	1191.16
1.871	1542.93	657.77	2819.08	1233.16
1.872	1584.30	580.18	2791.10	1255.31
1.873	1598.78	537.70	2646.07	1157.94
1.874	1583.54	503.25	2492.83	855.41
1.875	1560.27	452.09	2424.00	598.26
1.876	1545.22	417.99	2399.40	481.47
1.877	1534.42	402.79	2388.04	438.37
1.878	1527.39	392.58	2380.46	416.69
1.879	1524.43	384.97	2375.46	399.39
1.880	1524.30	380.74	2372.62	383.51
1.881	1525.68	379.92	2371.26	368.75
1.882	1527.63	382.42	2370.80	355.25
1.883	1529.35	388.58	2370.79	343.38
1.884	1529.87	399.29	2370.76	333.83
1.885	1527.60	416.18	2370.13	327.77
1.886	1519.88	442.01	2368.07	327.07
1.887	1502.61	481.34	2363.68	334.46
1.888	1470.03	540.26	2356.11	353.46
1.889	1413.87	622.96	2344.74	388.45
1.890	1321.85	717.68	2328.79	445.59
1.891	1190.20	762.04	2305.18	536.69
1.892	1067.18	701.46	2257.30	688.96
1.893	989.72	610.07	2114.10	847.23
1.894	945.24	538.89	1937.44	771.10
1.895	918.31	484.97	1811.95	581.33
1.896	902.30	432.49	1734.42	390.67
1.897	896.77	383.80	1691.39	256.79
1.898	898.26	350.80	1668.41	179.10
1.899	901.07	337.28	1655.55	136.69
1.900	901.15	341.56	1647.57	114.07
1.901	896.69	361.16	1642.21	103.28
1.902	887.43	393.01	1638.61	100.70
1.903	873.84	432.96	1636.51	105.07
1.904	856.05	477.76	1635.95	117.13
1.905	834.26	529.61	1637.81	140.26
1.906	810.00	593.99	1645.08	180.70
1.907	786.24	662.37	1664.31	243.27
1.908	764.46	693.12	1704.13	316.07
1.909	741.95	647.12	1761.74	360.21
1.910	720.94	555.27	1815.02	357.48
1.911	707.95	468.82	1850.73	333.72
1.912	703.68	405.33	1872.10	311.98
1.913	705.38	362.82	1885.54	299.39
1.914	710.42	335.86	1895.41	296.13
1.915	717.13	320.23	1904.09	300.61
1.916	724.62	313.27	1912.70	310.75
1.917	732.47	313.58	1921.70	324.35
1.918	740.48	320.78	1931.38	339.70
1.919	748.57	334.97	1941.86	356.17
1.920	756.64	355.90	1952.76	374.11
1.921	764.60	382.17	1962.81	394.16
1.922	772.54	411.78	1970.03	417.23
1.923	780.94	443.57	1972.34	444.90
1.924	790.74	478.23	1967.96	479.43
1.925	803.15	517.88	1955.05	523.08
1.926	819.31	564.64	1931.13	576.56
1.927	839.94	618.96	1892.94	636.03
1.928	864.67	677.45	1838.49	688.31
1.929	891.22	730.46	1773.31	711.66
1.930	915.83	761.72	1714.53	694.59
1.931	935.74	756.93	1679.77	652.58
1.932	950.23	718.85	1673.61	609.18
1.933	958.67	667.24	1689.35	573.99
1.934	961.17	621.13	1716.68	546.22
1.935	959.52	587.47	1747.17	523.78
1.936	956.36	563.58	1776.40	505.70
1.937	953.85	543.27	1803.34	491.49
1.938	953.01	520.90	1828.71	480.79
1.939	953.65	493.69	1853.64	473.48
1.940	954.76	462.92	1878.90	469.87
1.941	955.35	433.17	1904.66	470.54
1.942	955.08	409.93	1930.59	475.80
1.943	954.42	397.60	1955.75	485.12
1.944	954.32	399.27	1978.29	497.49
1.945	955.92	417.57	1995.58	512.36
1.946	960.34	455.15	2004.80	529.87
1.947	968.22	513.59	2003.77	549.42
1.948	978.89	590.31	1991.88	567.44
1.949	989.50	674.33	1971.40	576.71
1.950	995.44	744.47	1948.22	569.90
1.951	993.30	777.12	1929.45	545.82
1.952	984.01	762.04	1918.99	510.21
1.953	972.03	709.25	1916.76	470.37
1.954	962.22	639.09	1921.38	431.83
1.955	957.91	569.55	1931.69	398.00
1.956	960.51	510.87	1946.41	370.35
1.957	970.19	466.35	1963.57	349.36
1.958	986.76	435.65	1981.01	336.13
1.959	1009.98	417.12	1997.49	333.30
1.960	1039.09	408.65	2013.56	344.38
1.961	1071.78	407.72	2031.43	371.92
1.962	1103.39	412.13	2053.79	415.42
1.963	1127.95	421.76	2082.01	469.79
1.964	1140.69	438.53	2114.65	525.59
1.965	1139.71	463.47	2147.14	572.49
1.966	1125.52	493.96	2173.07	605.63
