time	F1	B1	F2	B2
2.608	1460.70	577.32	2807.94	2528.08
2.609	1444.26	640.61	2428.61	1647.40
2.610	1415.84	689.61	2298.93	1312.20
2.611	1385.46	712.21	2256.90	1104.27
2.612	1360.62	717.51	2243.84	986.29
2.613	1341.74	717.54	2239.53	931.56
2.614	1326.95	718.01	2235.93	924.63
2.615	1315.02	719.73	2228.37	957.24
2.616	1305.60	721.85	2212.41	1022.52
2.617	1298.23	724.41	2183.60	1107.74
2.618	1290.88	729.36	2140.56	1188.44
2.619	1279.10	739.36	2089.34	1233.67
2.620	1256.81	754.87	2042.24	1224.73
2.621	1218.80	770.32	2009.70	1168.93
2.622	1164.07	773.34	1994.21	1092.17
2.623	1098.22	748.49	1992.51	1020.19
2.624	1036.25	687.35	2002.56	969.61
2.625	996.75	609.86	2027.22	949.57
2.626	983.06	550.12	2072.04	961.27
2.627	986.52	518.16	2138.86	994.95
2.628	999.05	509.01	2221.63	1035.98
2.629	1017.16	519.15	2310.44	1074.88
2.630	1041.76	545.22	2398.43	1107.73
2.631	1075.06	578.16	2482.35	1128.68
2.632	1116.52	603.12	2555.02	1132.72
2.633	1160.70	608.10	2606.23	1139.23
2.634	1200.60	593.21	2635.09	1189.52
2.635	1232.45	567.85	2624.02	1342.49
2.636	1256.04	541.67	2502.31	1437.96
2.637	1272.70	520.30	2394.03	1371.67
2.638	1284.03	505.46	2319.07	1258.42
2.639	1291.85	496.41	2271.86	1134.26
2.640	1298.41	491.44	2246.78	1018.92
2.641	1306.22	488.90	2237.50	925.16
2.642	1317.27	487.24	2238.04	859.82
2.643	1332.23	484.72	2243.87	824.92
2.644	1349.98	480.19	2252.05	819.65
2.645	1367.88	474.75	2260.69	842.53
2.646	1383.04	472.56	2268.13	893.42
2.647	1393.68	479.36	2272.83	974.20
2.648	1399.52	499.84	2273.40	1086.14
2.649	1400.68	535.88	2267.99	1221.01
2.650	1395.97	586.23	2254.04	1345.83
2.651	1381.86	645.60	2233.39	1399.87
2.652	1354.85	700.94	2217.82	1343.39
2.653	1318.60	732.81	2217.68	1210.46
2.654	1285.07	732.97	2230.23	1065.61
2.655	1263.43	709.96	2248.34	943.13
2.656	1255.13	674.14	2268.23	848.53
2.657	1256.99	630.50	2288.50	776.45
2.658	1264.34	580.91	2307.87	720.06
2.659	1272.95	527.61	2324.68	675.89
2.660	1280.16	474.81	2337.72	645.89
2.661	1284.89	428.11	2346.61	636.79
2.662	1287.04	393.01	2350.95	658.53
2.663	1287.11	373.75	2349.13	723.08
2.664	1286.20	372.51	2337.25	841.21
2.665	1285.72	388.51	2309.17	1011.74
2.666	1286.04	416.62	2262.05	1201.61
2.667	1285.15	446.46	2210.69	1343.58
2.668	1279.92	465.20	2186.21	1385.28
2.669	1270.39	464.16	2203.67	1329.71
2.670	1260.63	444.40	2247.30	1212.25
2.671	1254.32	414.66	2291.32	1072.63
2.672	1252.63	384.76	2321.49	945.08
2.673	1255.13	361.69	2336.67	847.80
2.674	1260.90	348.93	2340.04	783.16
2.675	1268.77	346.89	2334.42	745.99
2.676	1277.19	353.46	2321.54	728.51
2.677	1284.16	364.56	2302.72	721.47
2.678	1287.53	374.89	2280.26	715.29
2.679	1286.04	379.46	2258.15	703.60
2.680	1280.17	375.64	2240.56	686.21
2.681	1271.93	364.20	2229.56	666.63
2.682	1263.76	348.37	2225.05	647.92
2.683	1257.75	332.29	2226.34	631.62
2.684	1255.48	320.09	2233.02	618.69
2.685	1258.20	315.77	2244.49	610.26
2.686	1267.08	323.67	2258.99	608.69
2.687	1283.35	348.68	2273.00	618.77
2.688	1308.07	395.20	2282.12	647.69
2.689	1341.61	465.21	2282.45	702.99
2.690	1383.72	557.26	2270.36	790.69
2.691	1434.92	668.25	2240.06	915.72
2.692	1500.29	796.62	2178.76	1084.63
2.693	1603.25	934.93	2050.94	1317.43
2.694	1759.96	863.45	1818.90	1854.82
2.695	1612.92	2589.25	1792.50	723.75
2.696	1135.49	3426.62	1797.35	658.45
2.697	617.24	2317.89	1793.23	628.36
2.698	674.11	2059.32	1784.71	618.75
2.699	697.87	1983.47	1775.86	621.10
2.700	717.14	1934.98	1772.04	628.92
2.701	739.49	1851.28	1778.09	635.74
2.702	759.08	1730.60	1794.19	633.98
2.703	767.30	1615.90	1814.00	619.84
2.704	762.61	1551.28	1829.28	599.15
2.705	745.40	1565.94	1835.12	582.63
2.706	708.01	1692.39	1829.48	578.16
2.707	607.19	2011.56	1810.16	587.26
2.708	1773.74	601.68	2931.68	674.54
2.709	1720.70	600.44	2915.96	839.87
2.710	1662.46	570.53	2795.08	1103.63
2.711	1608.80	526.23	2622.34	1040.45
2.712	1560.83	483.48	2541.92	943.07
2.713	1518.97	449.18	2492.85	893.92
2.714	1484.68	426.78	2456.81	882.60
2.715	1458.41	418.75	2426.16	892.44
2.716	1438.75	426.61	2395.18	903.17
2.717	1422.98	450.49	2360.75	895.69
2.718	1407.92	488.70	2325.20	861.73
2.719	1390.98	538.13	2294.79	810.12
2.720	1370.97	597.20	2274.60	761.81
2.721	1347.28	669.51	2265.51	738.51
2.722	1317.93	762.59	2265.66	756.48
2.723	1279.16	879.42	2272.87	827.26
2.724	1230.64	1007.12	2287.61	961.67
2.725	1187.26	1124.95	2320.27	1181.95
2.726	1178.04	1235.29	2423.50	1567.62
2.727	1235.27	1330.12	1658.65	5417.94
2.728	697.01	3831.67	1344.74	1293.73
2.729	91.69	3301.77	1425.09	1178.69
2.730	1494.07	1073.81	2929.62	752.49
2.731	1563.18	967.52	2946.00	722.96
2.732	1625.33	853.71	2966.14	724.48
2.733	1673.66	744.25	2987.96	751.90
2.734	1707.41	652.33	3008.56	800.61
2.735	1729.15	583.60	3023.75	864.33
2.736	1741.84	537.51	3028.16	933.85
2.737	1747.89	510.67	3016.84	996.46
2.738	124.53	1738.41	1749.03	499.06
2.739	192.25	1744.68	1746.61	498.58
2.740	246.12	1761.89	1742.23	505.14
2.741	300.48	1783.77	1738.40	515.94
2.742	358.61	1815.77	1739.10	532.69
2.743	423.48	1879.29	1750.28	564.83
2.744	523.12	1971.21	1783.05	625.64
2.745	711.95	1873.12	1858.49	687.73
2.746	837.05	1433.55	1949.58	639.55
2.747	858.02	1098.84	1997.72	543.98
2.748	861.40	915.78	2021.46	475.56
2.749	863.54	816.10	2035.93	434.00
2.750	865.94	759.58	2046.33	409.61
2.751	868.95	726.20	2054.81	395.98
2.752	873.34	706.54	2062.40	390.16
2.753	880.61	696.93	2069.71	391.87
2.754	893.43	697.32	2077.25	403.19
2.755	916.66	710.22	2085.97	429.06
2.756	959.29	738.30	2098.53	477.71
2.757	1037.60	771.85	2122.39	556.75
2.758	1162.62	742.04	2168.60	649.69
2.759	1270.71	585.86	2220.66	719.66
2.760	1321.72	436.97	2247.65	813.97
2.761	1348.28	351.85	2248.70	1019.19
2.762	1368.98	311.84	2228.01	1440.53
2.763	1387.69	290.37	2073.91	2283.35
2.764	1402.89	274.79	1562.64	2427.67
2.765	1373.25	2152.26	1415.93	263.29
2.766	1250.43	1927.87	1428.44	252.80
2.767	1147.62	1755.38	1439.43	240.81
2.768	1057.08	1660.20	1446.76	229.12
2.769	968.02	1673.98	1448.80	223.58
2.770	857.58	1841.94	1444.78	232.42
2.771	677.96	2192.06	1435.06	266.22
2.772	365.84	2651.03	1420.44	343.22
2.773	379.69	2855.15	1399.20	496.37
2.774	968.97	2239.68	1364.51	800.48
2.775	1032.77	1060.95	1608.49	1432.19
2.776	962.48	846.97	1805.06	1298.58
2.777	955.18	765.37	1864.21	1207.40
2.778	961.15	728.96	1870.07	1157.39
2.779	967.94	712.06	1847.99	1123.77
2.780	971.83	705.30	1810.13	1089.66
2.781	971.48	704.27	1764.22	1044.78
2.782	966.09	705.79	1716.50	984.55
2.783	955.33	706.55	1672.85	910.98
2.784	940.25	703.31	1638.55	833.13
2.785	923.74	694.31	1618.02	764.06
2.786	908.17	678.33	1615.42	711.71
2.787	891.16	651.31	1632.61	670.04
2.788	867.51	611.52	1662.88	629.55
2.789	837.76	565.07	1694.26	593.56
2.790	808.92	519.77	1719.77	566.18
2.791	787.46	481.30	1738.36	546.65
2.792	774.72	451.09	1749.13	534.46
2.793	768.53	427.13	1750.92	528.49
2.794	766.13	406.70	1744.59	525.66
2.795	765.46	387.84	1733.12	521.76
2.796	765.50	369.82	1721.53	513.19
2.797	766.33	353.77	1717.29	499.20
2.798	768.84	343.51	1729.36	483.16
2.799	773.65	344.72	1762.97	467.69
2.800	779.93	361.20	1811.37	448.56
2.801	785.81	391.03	1857.38	423.80
2.802	789.64	424.82	1889.23	401.02
2.803	790.74	450.35	1907.16	386.26
2.804	789.56	460.68	1916.10	379.43
2.805	787.04	456.67	1920.07	378.78
2.806	784.11	443.32	1921.36	383.49
2.807	781.48	426.14	1921.18	394.00
2.808	779.71	409.79	1920.24	411.95
2.809	779.30	398.38	1919.19	440.37
2.810	780.89	396.28	1919.12	484.26
2.811	785.86	408.72	1922.30	551.01
2.812	797.76	440.93	1932.97	649.81
2.813	823.93	491.01	1956.19	792.07
2.814	869.27	536.07	1998.07	1012.94
2.815	923.06	555.43	2116.94	1433.21
2.816	975.60	549.13	2452.72	1286.38
2.817	1008.78	516.03	2428.76	1379.86
2.818	1012.48	485.81	2327.36	1590.18
2.819	1002.73	465.12	2189.60	1454.73
2.820	997.05	460.81	2158.65	1160.60
2.821	1001.03	486.38	2174.00	943.68
2.822	1015.34	550.03	2201.74	803.83
2.823	1044.85	651.18	2232.29	705.20
2.824	1101.90	754.51	2256.65	622.94
2.825	1171.65	778.52	2269.48	553.89
2.826	1213.51	737.58	2272.76	502.06
2.827	90.40	737.66	1229.43	692.72
2.828	136.83	677.57	1232.78	668.98
2.829	141.83	660.73	1230.96	675.92
2.830	126.58	674.07	1226.72	718.61
2.831	97.56	703.54	1220.46	800.18
2.832	71.56	730.19	1211.89	921.74
2.833	88.89	733.30	1202.11	1076.08
2.834	137.47	701.78	1196.23	1232.83
2.835	180.74	645.27	1202.10	1335.91
2.836	208.42	584.45	1221.90	1345.25
2.837	223.62	532.32	1250.03	1276.05
2.838	231.28	493.57	1280.76	1176.39
2.839	234.25	471.64	1312.74	1089.92
2.840	233.27	470.97	1348.37	1042.32
2.841	228.15	493.28	1392.15	1036.48
2.842	219.15	533.07	1449.17	1049.15
2.843	208.37	578.05	1521.93	1035.23
2.844	199.30	615.40	1598.99	939.97
2.845	193.24	639.24	1638.55	760.16
2.846	186.89	652.39	1629.56	599.98
2.847	175.74	660.28	1604.79	490.23
2.848	158.63	664.18	1576.92	411.63
2.849	140.49	659.47	1548.95	349.66
2.850	132.10	639.41	1522.46	296.54
2.851	140.86	601.14	1498.81	249.69
2.852	161.05	548.73	1478.68	209.65
2.853	182.26	491.15	1461.98	177.84
2.854	198.43	438.12	1448.32	155.32
2.855	207.72	397.69	1437.43	142.88
2.856	210.41	375.16	1429.27	141.48
2.857	207.75	371.80	1423.79	152.29
2.858	201.43	384.19	1420.42	176.39
2.859	192.70	407.88	1417.77	215.27
2.860	180.34	443.31	1414.00	271.92
2.861	158.68	495.54	1407.24	349.44
2.862	113.30	567.87	1395.60	446.96
2.863	1378.30	556.93	2622.96	486.60
2.864	1358.37	666.82	2621.65	503.07
2.865	1344.50	764.27	2617.99	518.97
2.866	1345.77	842.81	2614.35	536.56
2.867	1364.06	913.62	2613.79	569.52
2.868	1402.86	1030.50	2627.49	654.13
2.869	1502.29	1302.37	2691.37	860.84
2.870	1866.56	1609.68	2927.22	1133.33
2.871	489.02	1734.41	2152.87	1284.89
2.872	749.96	1278.87	2333.12	1065.95
2.873	900.96	949.89	2474.27	844.54
2.874	997.01	720.00	2563.52	661.57
2.875	1054.30	582.10	2619.93	546.33
2.876	1083.67	514.91	2659.59	489.58
2.877	1093.52	495.94	2690.86	476.08
2.878	1089.73	507.93	2718.74	495.33
2.879	1076.59	539.19	2747.19	542.57
2.880	1056.74	583.38	2780.66	619.47
2.881	1030.21	635.66	2826.94	736.67
2.882	996.98	685.25	2910.79	919.34
2.883	964.47	719.08	2900.93	3513.41
2.884	945.60	742.02	2209.55	2063.96
2.885	947.27	768.68	2119.35	1643.34
2.886	971.37	799.45	2096.44	1468.18
2.887	1016.18	813.64	2104.18	1419.71
2.888	1070.37	782.89	2144.72	1443.21
2.889	1114.72	708.30	2220.46	1483.39
2.890	1140.19	624.83	2314.65	1501.85
2.891	1151.51	559.79	2405.98	1500.46
2.892	1156.24	520.00	2485.00	1491.88
2.893	1159.74	502.70	2548.67	1476.23
2.894	1164.87	502.80	2593.87	1447.88
2.895	1172.80	514.45	2619.45	1406.56
2.896	1183.63	530.87	2629.24	1356.90
2.897	1196.92	544.55	2629.51	1304.33
2.898	1212.02	549.18	2625.03	1255.14
2.899	1228.46	542.19	2618.08	1216.97
2.900	1246.09	525.60	2609.66	1196.12
2.901	1264.83	503.85	2600.96	1193.38
2.902	1284.18	480.94	2594.33	1201.96
2.903	1303.13	459.43	2592.88	1208.95
2.904	1320.38	441.29	2597.89	1199.13
2.905	1334.65	428.88	2604.31	1161.63
2.906	1344.84	425.15	2600.69	1100.83
2.907	1349.92	433.07	2578.26	1036.08
2.908	1348.74	454.44	2536.20	981.46
2.909	1339.73	488.30	2477.79	935.18
2.910	1321.37	529.17	2409.34	886.41
2.911	1294.03	567.35	2341.18	828.87
2.912	1262.11	594.12	2283.43	770.65
2.913	1232.89	608.85	2240.21	728.06
2.914	1212.58	618.71	2210.46	713.86
2.915	1204.60	631.86	2191.82	734.40
2.916	1210.22	652.25	2182.68	792.10
2.917	1228.88	677.63	2182.33	886.16
2.918	1257.09	700.22	2190.56	1009.16
2.919	1288.01	712.02	2207.92	1143.99
2.920	1314.06	711.44	2235.74	1268.25
2.921	1330.30	702.86	2274.90	1361.98
2.922	1334.74	690.47	2323.85	1407.99
2.923	1327.63	674.71	2376.06	1391.88
2.924	1311.65	653.53	2420.74	1315.00
2.925	1291.69	626.08	2450.70	1203.54
2.926	1272.81	594.93	2468.33	1090.94
2.927	1258.23	564.55	2480.90	996.99
2.928	1248.92	538.83	2493.84	927.05
2.929	1244.20	520.40	2508.86	880.65
2.930	1242.15	512.19	2524.72	858.59
2.931	1239.23	520.89	2538.84	868.34
2.932	1228.51	561.98	2548.12	929.49
2.933	1196.70	656.62	2544.44	1071.86
2.934	1121.15	786.33	2488.77	1289.42
2.935	994.12	829.80	2329.90	1401.01
2.936	878.97	740.80	2170.56	1321.49
2.937	808.35	632.66	2044.51	1219.01
2.938	765.73	553.32	1936.57	1118.94
2.939	736.89	498.59	1848.46	1016.94
2.940	715.33	459.24	1781.26	921.13
2.941	698.31	430.15	1731.64	840.04
2.942	684.42	408.89	1694.91	776.55
2.943	672.60	393.85	1666.95	729.05
2.944	661.97	383.51	1644.64	693.76
2.945	651.71	376.30	1625.68	666.49
2.946	641.15	370.86	1608.51	643.70
2.947	629.83	366.35	1592.29	623.35
2.948	617.53	362.83	1576.89	605.51
2.949	604.18	361.29	1562.68	592.34
2.950	589.75	363.59	1550.31	587.67
2.951	574.18	372.27	1540.58	596.97
2.952	557.44	390.67	1534.71	628.35
2.953	539.78	423.18	1534.82	695.35
2.954	522.32	474.63	1544.78	820.30
2.955	507.61	545.54	1571.40	1030.53
2.956	499.82	624.96	1624.46	1327.14
2.957	504.78	702.82	1701.84	1643.01
2.958	530.93	788.71	1766.71	1913.08
2.959	587.08	877.97	1790.57	2167.10
2.960	672.48	927.31	1799.42	2449.68
2.961	763.58	898.32	1858.21	2745.26
2.962	831.77	815.38	2020.61	2969.54
2.963	871.39	726.80	2300.01	3024.36
2.964	887.95	657.61	2655.02	2652.20
2.965	886.02	614.18	2760.31	2057.95
2.966	868.73	593.11	2780.79	1718.24
2.967	839.49	585.36	2791.06	1514.94
2.968	802.78	580.82	2798.81	1398.55
2.969	763.65	572.91	2807.03	1346.13
2.970	726.46	560.35	2818.47	1345.60
2.971	693.84	545.52	2837.55	1392.75
2.972	666.65	531.67	2875.43	1494.04
2.973	644.62	521.52	2980.72	1665.42
2.974	627.03	517.03	2540.08	2941.39
2.975	613.06	519.78	2247.83	2534.68
2.976	602.06	531.38	2104.75	2258.38
2.977	593.75	553.95	2015.45	2059.32
2.978	588.78	591.39	1950.46	1919.94
2.979	589.70	652.37	1887.29	1834.70
2.980	602.91	755.69	1788.00	1788.15
2.981	637.02	924.67	1611.47	1673.40
2.982	670.95	1095.00	1450.74	1298.32
2.983	673.45	1044.85	1430.42	898.71
2.984	677.53	892.17	1443.77	656.06
2.985	684.66	788.15	1451.23	525.12
2.986	695.63	749.66	1455.69	465.38
2.987	712.72	763.00	1461.36	449.08
2.988	738.65	811.97	1470.25	457.27
2.989	775.99	878.86	1482.71	475.63
2.990	824.20	941.40	1496.99	493.13
2.991	874.01	980.78	1509.63	504.25
2.992	912.17	1002.19	1517.64	509.89
2.993	934.36	1025.87	1520.06	513.71
2.994	942.72	1064.73	1517.28	518.86
2.995	939.18	1123.68	1509.94	527.87
2.996	926.96	1204.78	1037.62	6343.66
2.997	920.22	1322.80	1484.77	576.92
2.998	955.55	1557.35	1465.84	642.85
2.999	1248.23	2313.19	1428.36	745.39
3.000	1394.17	790.12	1826.03	1743.90
3.001	1433.80	771.54	1956.87	1533.64
3.002	1494.73	678.37	2049.77	1469.62
3.003	1528.70	589.57	2120.37	1431.55
3.004	1549.43	562.67	2155.60	1495.41
3.005	1575.17	594.91	2191.23	1809.26
3.006	1134.52	2222.30	1626.71	660.61
3.007	1046.66	1408.97	1702.16	686.27
3.008	981.99	1074.34	1766.44	686.01
3.009	940.12	893.03	1824.94	713.72
3.010	912.24	798.66	1890.88	795.01
3.011	896.86	772.43	1973.52	943.80
3.012	895.82	801.21	2075.10	1140.40
3.013	904.74	859.42	2176.02	1320.19
3.014	911.60	916.83	2233.92	1460.16
3.015	909.74	956.63	2234.27	1583.33
3.016	903.31	975.59	2208.64	1667.51
3.017	901.79	977.80	2231.13	1719.04
3.018	915.66	966.03	2388.41	1565.36
3.019	953.22	927.11	2426.51	1201.11
3.020	1005.19	832.15	2434.74	945.43
3.021	1046.03	697.75	2440.35	752.56
3.022	1071.30	570.96	2444.58	613.00
3.023	1088.47	472.49	2446.74	521.41
3.024	1102.82	403.60	2446.34	469.84
3.025	1116.57	358.39	2443.49	448.99
3.026	1130.27	329.70	2438.52	450.79
3.027	1143.81	311.61	2431.71	469.44
3.028	1156.90	300.23	2423.16	501.24
3.029	1169.13	293.43	2412.79	543.86
3.030	1180.02	290.31	2400.29	595.62
3.031	1189.08	290.80	2385.19	654.49
3.032	1195.88	295.28	2366.89	717.06
3.033	1200.09	304.35	2344.93	777.65
3.034	1201.48	318.70	2319.52	828.79
3.035	1199.81	339.31	2292.00	864.68
3.036	1194.69	367.59	2264.24	887.13
3.037	1185.23	404.87	2235.86	908.07
3.038	1169.96	450.35	2200.11	941.37
3.039	1147.75	498.36	2143.62	974.61
3.040	1119.84	539.81	2076.66	954.23
3.041	1089.77	568.27	2034.10	894.33
3.042	1060.77	582.25	2017.73	841.69
3.043	1034.38	582.02	2016.93	808.52
3.044	1011.18	568.01	2023.31	793.55
3.045	992.05	542.45	2031.21	797.30
3.046	978.84	511.05	2038.04	825.40
3.047	973.40	481.40	2044.37	884.27
3.048	975.99	459.00	2053.31	970.89
3.049	984.08	444.91	2068.15	1056.93
3.050	992.81	437.62	2085.50	1082.54
3.051	997.82	435.95	2089.87	1004.30
3.052	997.96	439.24	2075.58	860.05
3.053	995.29	448.11	2059.09	712.16
3.054	992.99	466.25	2052.27	591.07
3.055	993.70	499.68	2056.28	504.50
3.056	999.48	554.21	2067.95	450.05
3.057	1012.77	633.11	2083.76	422.21
3.058	1037.31	734.97	2101.39	415.94
3.059	1078.10	848.70	2120.23	427.57
3.060	1138.02	943.54	2141.03	453.28
3.061	1206.45	967.95	2164.74	485.84
3.062	1255.32	896.74	2189.50	514.54
3.063	1270.92	771.81	2210.30	535.25
3.064	1265.27	649.37	2224.78	556.68
3.065	1252.15	557.23	2235.67	590.39
3.066	1238.80	498.42	2248.20	639.11
3.067	1228.31	464.71	2268.42	690.57
3.068	1221.20	445.62	2299.35	717.14
3.069	1216.22	432.82	2331.42	695.82
3.070	1211.28	421.69	2350.56	645.71
3.071	1204.42	411.13	2358.06	600.79
3.072	1194.40	402.47	2360.29	577.05
3.073	1180.64	398.52	2360.68	582.42
3.074	1162.73	402.86	2359.59	626.40
3.075	1139.97	418.68	2352.23	724.22
3.076	1111.28	446.74	2317.00	891.58
3.077	1075.79	482.57	2207.54	1047.24
3.078	1035.27	516.02	2082.67	1035.40
3.079	996.11	538.30	2006.27	952.19
3.080	966.24	550.30	1967.48	877.23
3.081	950.07	559.13	1950.75	832.45
3.082	947.89	569.60	1946.98	819.72
3.083	957.43	580.98	1951.44	835.01
3.084	974.56	588.15	1961.54	871.72
3.085	993.43	585.05	1975.77	920.43
3.086	1007.51	568.99	1993.21	969.10
3.087	1012.20	542.39	2014.02	1007.54
3.088	1006.96	510.39	2040.94	1033.62
3.089	995.23	477.84	2080.49	1052.41
3.090	982.29	448.66	2142.82	1064.66
3.091	973.00	426.18	2240.44	1041.62
3.092	970.50	412.62	2342.74	864.66
3.093	975.77	408.18	2353.60	686.68
3.094	987.57	410.83	2348.78	595.74
3.095	1002.71	417.67	2342.96	546.08
3.096	1016.98	427.17	2335.79	521.38
3.097	1026.60	440.06	2325.39	514.78
3.098	1028.99	458.21	2309.41	521.79
3.099	1023.08	482.37	2285.85	536.23
3.100	1009.74	510.54	2255.13	548.04
